,Move,Type,Power,Accuracy,PP,Pokemon
4028,Surf,Water,95,100,15,Dragonair
4029,Wrap,Normal,15,85,20,Dragonite
4030,Leer,Normal,0,100,30,Dragonite
4031,Thunder Wave,Electric,0,100,20,Dragonite
4032,Agility,Psychic,0,0,30,Dragonite
4033,Thunder Wave,Electric,0,100,20,Dragonite
4034,Agility,Psychic,0,0,30,Dragonite
4035,Slam,Normal,80,75,20,Dragonite
4036,Dragon Rage,Dragon,0,100,10,Dragonite
4037,Hyper Beam,Normal,150,90,5,Dragonite
4038,Razor Wind,Normal,80,75,10,Dragonite
4039,Toxic,Poison,0,85,10,Dragonite
4040,Horn Drill,Normal,0,30,5,Dragonite
4041,Body Slam,Normal,85,100,15,Dragonite
4042,Take Down,Normal,90,85,20,Dragonite
4043,Double-Edge,Normal,100,100,15,Dragonite
4044,BubbleBeam,Water,65,100,20,Dragonite
4045,Water Gun,Water,40,100,25,Dragonite
4046,Ice Beam,Ice,95,100,10,Dragonite
4047,Blizzard,Ice,120,90,5,Dragonite
4048,Hyper Beam,Normal,150,90,5,Dragonite
4049,Rage,Normal,20,100,20,Dragonite
4050,Dragon Rage,Dragon,0,100,10,Dragonite
4051,Thunderbolt,Electric,95,100,15,Dragonite
4052,Thunder,Electric,120,70,10,Dragonite
4053,Mimic,Normal,0,100,10,Dragonite
4054,Double Team,Normal,0,0,15,Dragonite
4055,Reflect,Psychic,0,0,20,Dragonite
4056,Bide,Normal,0,0,10,Dragonite
4057,Fire Blast,Fire,120,85,5,Dragonite
4058,Swift,Normal,60,0,20,Dragonite
4059,Skull Bash,Normal,100,100,15,Dragonite
4060,Rest,Psychic,0,0,10,Dragonite
4061,Thunder Wave,Electric,0,100,20,Dragonite
4062,Substitute,Normal,0,0,10,Dragonite
4063,Surf,Water,95,100,15,Dragonite
4064,Strength,Normal,80,100,15,Dragonite
4065,Confusion,Psychic,50,100,25,Mewtwo
4066,Disable,Normal,0,55,20,Mewtwo
4067,Swift,Normal,60,0,20,Mewtwo
4068,Psychic,Psychic,90,100,10,Mewtwo
4069,Barrier,Psychic,0,0,30,Mewtwo
4070,Psychic,Psychic,90,100,10,Mewtwo
4071,Recover,Normal,0,0,20,Mewtwo
4072,Mist,Ice,0,0,30,Mewtwo
4073,Amnesia,Psychic,0,0,20,Mewtwo
4074,Mega Punch,Normal,80,85,20,Mewtwo
4075,Mega Kick,Normal,120,75,5,Mewtwo
4076,Toxic,Poison,0,85,10,Mewtwo
4077,Body Slam,Normal,85,100,15,Mewtwo
4078,Take Down,Normal,90,85,20,Mewtwo
4079,Double-Edge,Normal,100,100,15,Mewtwo
4080,BubbleBeam,Water,65,100,20,Mewtwo
4081,Water Gun,Water,40,100,25,Mewtwo
4082,Ice Beam,Ice,95,100,10,Mewtwo
4083,Blizzard,Ice,120,90,5,Mewtwo
4084,Hyper Beam,Normal,150,90,5,Mewtwo
4085,Pay Day,Normal,40,100,20,Mewtwo
4086,Submission,Fighting,80,80,25,Mewtwo
4087,Counter,Fighting,0,100,20,Mewtwo
4088,Seismic Toss,Fighting,0,100,20,Mewtwo
4089,Rage,Normal,20,100,20,Mewtwo
4090,SolarBeam,Grass,120,100,10,Mewtwo
4091,Thunderbolt,Electric,95,100,15,Mewtwo
4092,Thunder,Electric,120,70,10,Mewtwo
4093,Psychic,Psychic,90,100,10,Mewtwo
4094,Teleport,Psychic,0,0,20,Mewtwo
4095,Mimic,Normal,0,100,10,Mewtwo
4096,Double Team,Normal,0,0,15,Mewtwo
4097,Reflect,Psychic,0,0,20,Mewtwo
4098,Bide,Normal,0,0,10,Mewtwo
4099,Metronome,Normal,0,0,10,Mewtwo
4100,Selfdestruct,Normal,130,100,5,Mewtwo
4101,Fire Blast,Fire,120,85,5,Mewtwo
4102,Skull Bash,Normal,100,100,15,Mewtwo
4103,Rest,Psychic,0,0,10,Mewtwo
4104,Thunder Wave,Electric,0,100,20,Mewtwo
4105,Psywave,Psychic,0,80,15,Mewtwo
4106,Tri Attack,Normal,80,100,10,Mewtwo
4107,Substitute,Normal,0,0,10,Mewtwo
4108,Strength,Normal,80,100,15,Mewtwo
4109,Flash,Normal,0,70,20,Mewtwo
4110,Pound,Normal,40,100,35,Mew
4111,Transform,Normal,0,0,10,Mew
4112,Mega Punch,Normal,80,85,20,Mew
4113,Metronome,Normal,0,0,10,Mew
4114,Psychic,Psychic,90,100,10,Mew
4115,Mega Punch,Normal,80,85,20,Mew
4116,Razor Wind,Normal,80,75,10,Mew
4117,Swords Dance,Normal,0,0,30,Mew
4118,Whirlwind,Normal,0,85,20,Mew
4119,Mega Kick,Normal,120,75,5,Mew
4120,Toxic,Poison,0,85,10,Mew
4121,Horn Drill,Normal,0,30,5,Mew
4122,Body Slam,Normal,85,100,15,Mew
4123,Take Down,Normal,90,85,20,Mew
4124,Double-Edge,Normal,100,100,15,Mew
4125,BubbleBeam,Water,65,100,20,Mew
4126,Water Gun,Water,40,100,25,Mew
4127,Ice Beam,Ice,95,100,10,Mew
4128,Blizzard,Ice,120,90,5,Mew
4129,Hyper Beam,Normal,150,90,5,Mew
4130,Pay Day,Normal,40,100,20,Mew
4131,Submission,Fighting,80,80,25,Mew
4132,Counter,Fighting,0,100,20,Mew
4133,Seismic Toss,Fighting,0,100,20,Mew
4134,Rage,Normal,20,100,20,Mew
4135,Mega Drain,Grass,40,100,10,Mew
4136,SolarBeam,Grass,120,100,10,Mew
4137,Dragon Rage,Dragon,0,100,10,Mew
4138,Thunderbolt,Electric,95,100,15,Mew
4139,Thunder,Electric,120,70,10,Mew
4140,Earthquake,Ground,100,100,10,Mew
4141,Fissure,Ground,0,30,5,Mew
4142,Dig,Ground,100,100,10,Mew
4143,Psychic,Psychic,90,100,10,Mew
4144,Teleport,Psychic,0,0,20,Mew
4145,Mimic,Normal,0,100,10,Mew
4146,Double Team,Normal,0,0,15,Mew
4147,Reflect,Psychic,0,0,20,Mew
4148,Bide,Normal,0,0,10,Mew
4149,Metronome,Normal,0,0,10,Mew
4150,Selfdestruct,Normal,130,100,5,Mew
4151,Egg Bomb,Normal,100,75,10,Mew
4152,Fire Blast,Fire,120,85,5,Mew
4153,Swift,Normal,60,0,20,Mew
4154,Skull Bash,Normal,100,100,15,Mew
4155,Softboiled,Normal,0,0,10,Mew
4156,Dream Eater,Psychic,100,100,15,Mew
4157,Sky Attack,Flying,140,90,5,Mew
4158,Rest,Psychic,0,0,10,Mew
4159,Thunder Wave,Electric,0,100,20,Mew
4160,Psywave,Psychic,0,80,15,Mew
4161,Explosion,Normal,170,100,5,Mew
4162,Rock Slide,Rock,75,90,10,Mew
4163,Tri Attack,Normal,80,100,10,Mew
4164,Substitute,Normal,0,0,10,Mew
4165,Cut,Normal,50,95,30,Mew
4166,Fly,Flying,70,95,15,Mew
4167,Surf,Water,95,100,15,Mew
4168,Strength,Normal,80,100,15,Mew
4169,Flash,Normal,0,70,20,Mew
